name,position,team,bonus,clean_sheets,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,selected,starts,total_points,was_home
Carlos Henrique Casimiro,MID,Man Utd,0,1,0,4.2,2022-10-19,86,Tottenham,154139,0,2,True
Carlos Henrique Casimiro,MID,Man Utd,0,0,1,6.6,2022-10-09,90,Everton,147277,0,5,False
Carlos Henrique Casimiro,MID,Man Utd,0,1,0,4.9,2022-10-16,90,Newcastle United,153850,0,2,True
Carlos Henrique Casimiro,MID,Man Utd,0,1,0,2.7,2022-10-30,90,West Ham,194025,0,3,True
Carlos Henrique Casimiro,MID,Man Utd,3,0,1,7.2,2022-10-22,90,Chelsea,160175,0,10,False
Carlos Henrique Casimiro,MID,Man Utd,2,1,0,14.8,2022-12-27,90,Nottingham Forest,204808,1,8,True
Carlos Henrique Casimiro,MID,Man Utd,0,1,0,4.1,2022-12-31,90,Wolverhampton,227477,1,2,False
Carlos Henrique Casimiro,MID,Man Utd,0,0,3,4.1,2022-11-06,90,Aston Villa,203442,0,2,False
Carlos Henrique Casimiro,MID,Man Utd,0,0,1,0.0,2022-11-13,90,Fulham,198801,1,2,False
Carlos Henrique Casimiro,MID,Man Utd,0,0,0,0.0,2023-01-22,0,Arsenal,291372,0,0,False
Carlos Henrique Casimiro,MID,Man Utd,0,0,0,0.0,2023-02-19,0,Leeds United,243617,0,0,True
Carlos Henrique Casimiro,MID,Man Utd,0,0,0,0.0,2023-04-08,0,Everton,194955,0,0,True
Carlos Henrique Casimiro,MID,Man Utd,0,0,5,3.4,2023-03-05,76,Liverpool,251775,1,2,False
Carlos Henrique Casimiro,MID,Man Utd,2,1,0,7.2,2023-01-03,90,Bournemouth,226704,1,10,True
Carlos Henrique Casimiro,MID,Man Utd,0,0,0,0.0,2023-02-12,0,Leicester City,272122,0,0,False
Carlos Henrique Casimiro,MID,Man Utd,2,0,1,6.4,2023-01-14,90,Manchester City,331328,1,6,True
Carlos Henrique Casimiro,MID,Man Utd,0,0,1,6.7,2023-01-18,90,Crystal Palace,331328,1,1,False
Carlos Henrique Casimiro,MID,Man Utd,0,0,1,1.0,2023-02-04,69,Crystal Palace,381986,1,-1,True
Carlos Henrique Casimiro,MID,Man Utd,0,0,0,0.0,2023-02-08,0,Leicester City,381986,0,0,True
Carlos Henrique Casimiro,MID,Man Utd,0,0,0,0.6,2023-03-12,33,Southampton,251169,1,-2,True
Carlos Henrique Casimiro,MID,Man Utd,0,0,0,0.0,2023-04-02,0,Newcastle United,199561,0,0,False
Carlos Henrique Casimiro,MID,Man Utd,0,0,0,0.0,2023-04-05,0,Brentford,199561,0,0,True
Carlos Henrique Casimiro,MID,Man Utd,0,0,0,0.9,2022-08-27,10,Southampton,89575,0,1,False
Carlos Henrique Casimiro,MID,Man Utd,0,0,0,1.3,2022-09-01,31,Leeds United,148304,0,1,False
Carlos Henrique Casimiro,MID,Man Utd,0,0,0,1.1,2022-09-04,10,Arsenal,188067,0,1,True
Carlos Henrique Casimiro,MID,Man Utd,0,1,0,3.4,2023-04-16,90,Nottingham Forest,205366,1,3,False
Carlos Henrique Casimiro,MID,Man Utd,0,0,2,0.0,2023-04-27,90,Tottenham,208178,1,2,False
Carlos Henrique Casimiro,MID,Man Utd,0,0,2,1.6,2022-10-02,31,Manchester City,158668,0,1,False
Carlos Henrique Casimiro,MID,Man Utd,0,0,1,5.3,2023-05-07,90,West Ham,218080,1,2,False
Carlos Henrique Casimiro,MID,Man Utd,0,0,1,0.0,2023-05-28,66,Fulham,277057,1,2,True
Carlos Henrique Casimiro,MID,Man Utd,0,1,0,4.1,2023-05-13,90,Wolverhampton,220406,1,2,True
Carlos Henrique Casimiro,MID,Man Utd,0,1,0,5.5,2023-04-30,90,Aston Villa,216736,1,3,True
Carlos Henrique Casimiro,MID,Man Utd,0,0,1,3.2,2023-05-04,90,Brighton,216736,1,1,False
Carlos Henrique Casimiro,MID,Man Utd,1,1,0,14.0,2023-05-20,90,Bournemouth,241867,1,9,False
Carlos Henrique Casimiro,MID,Man Utd,0,0,1,7.6,2023-05-25,90,Chelsea,241867,1,7,True
