name,position,team,bonus,clean_sheets,expected_goals_conceded,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,own_goals,selected,starts,total_points,was_home
Issa Diop,DEF,Fulham,0,1,0.0,0,0.8,2022-10-20,90,Aston Villa,0,23933,0,6,True
Issa Diop,DEF,Fulham,0,0,0.0,0,0.0,2022-08-13,0,Wolverhampton,0,15421,0,0,False
Issa Diop,DEF,Fulham,0,0,0.0,0,0.0,2022-08-20,0,Brentford,0,14757,0,0,True
Issa Diop,DEF,West Ham,0,0,0.0,0,0.0,2022-08-07,0,Manchester City,0,12698,0,0,True
Issa Diop,DEF,Fulham,2,0,0.0,2,8.5,2022-10-15,90,Bournemouth,0,12789,0,9,True
Issa Diop,DEF,Fulham,0,0,0.0,0,0.0,2022-10-09,0,West Ham,0,12694,0,0,False
Issa Diop,DEF,Fulham,1,1,0.0,0,1.2,2022-10-29,90,Everton,0,20495,0,7,True
Issa Diop,DEF,Fulham,0,0,0.0,2,4.3,2022-11-05,90,Manchester City,0,22012,0,1,False
Issa Diop,DEF,Fulham,0,1,0.3977,0,3.8,2022-12-26,90,Crystal Palace,0,29108,1,6,False
Issa Diop,DEF,Fulham,0,0,0.7941,1,2.2,2022-12-31,90,Southampton,0,36119,1,2,True
Issa Diop,DEF,Fulham,0,0,0.8957,1,2.0,2023-01-23,90,Tottenham,0,35503,1,2,True
Issa Diop,DEF,Fulham,0,0,0.0,0,0.0,2022-10-23,0,Leicester City,0,20536,0,0,False
Issa Diop,DEF,Fulham,0,0,2.5776,2,0.0,2022-11-13,90,Manchester United,0,23671,1,1,True
Issa Diop,DEF,Fulham,0,0,0.154,0,0.1,2023-01-03,8,Leeds United,0,44222,0,1,False
Issa Diop,DEF,Fulham,0,0,0.0,0,0.0,2023-01-12,0,Chelsea,0,44222,0,0,True
Issa Diop,DEF,Fulham,1,1,2.2,0,2.9,2023-02-18,90,Brighton,0,38350,1,6,False
Issa Diop,DEF,Fulham,0,0,2.34,3,1.0,2023-03-06,90,Brentford,0,50063,1,1,False
Issa Diop,DEF,Fulham,0,0,0.8,1,2.0,2023-02-24,90,Wolverhampton,0,62388,1,2,True
Issa Diop,DEF,Fulham,2,1,1.54,0,2.3,2023-02-03,90,Chelsea,0,33103,1,8,False
Issa Diop,DEF,Fulham,0,0,0.0,0,0.0,2023-04-08,0,West Ham,0,38611,0,0,True
Issa Diop,DEF,Fulham,0,1,0.67,0,1.3,2023-02-11,90,Nottingham Forest,0,36559,1,6,True
Issa Diop,DEF,Fulham,0,0,2.1277,1,3.6,2023-01-15,90,Newcastle United,0,37106,1,2,False
Issa Diop,DEF,Fulham,0,0,0.0,0,0.0,2023-03-12,0,Arsenal,0,45902,0,0,True
Issa Diop,DEF,Fulham,0,0,2.32,2,2.0,2023-04-01,90,Bournemouth,0,38574,1,1,False
Issa Diop,DEF,Fulham,0,0,0.0,0,0.0,2023-04-22,0,Leicester City,0,36122,0,0,True
Issa Diop,DEF,Fulham,0,0,0.0,2,1.6,2022-09-16,90,Nottingham Forest,0,12813,0,0,False
Issa Diop,DEF,Fulham,0,0,0.0,0,0.0,2023-04-15,0,Everton,0,37388,0,0,False
Issa Diop,DEF,Fulham,0,0,0.0,0,0.0,2022-08-30,0,Brighton,0,13432,0,0,True
Issa Diop,DEF,Fulham,0,0,0.0,1,0.7,2022-08-27,11,Arsenal,0,13896,0,1,False
Issa Diop,DEF,Fulham,0,0,1.88,1,1.9,2023-05-08,76,Leeds United,0,33168,1,2,True
Issa Diop,DEF,Fulham,0,0,0.0,0,0.0,2022-09-03,0,Tottenham,0,12855,0,0,False
Issa Diop,DEF,Fulham,0,0,0.0,1,1.0,2022-10-01,45,Newcastle United,0,12694,0,1,True
Issa Diop,DEF,Fulham,0,0,0.0,0,0.0,2023-04-25,0,Aston Villa,0,34688,0,0,False
Issa Diop,DEF,Fulham,0,0,2.71,2,0.0,2023-05-28,90,Manchester United,0,34311,1,1,False
Issa Diop,DEF,Fulham,2,1,0.25,0,2.5,2023-05-13,90,Southampton,0,33002,1,8,False
Issa Diop,DEF,Fulham,0,0,1.68,1,1.8,2023-04-30,68,Manchester City,0,33019,0,2,True
Issa Diop,DEF,Fulham,0,0,1.73,1,1.3,2023-05-03,90,Liverpool,0,33019,1,2,False
Issa Diop,DEF,Fulham,0,0,1.62,2,1.6,2023-05-20,90,Crystal Palace,0,36335,1,1,True
