name,position,team,bonus,clean_sheets,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,selected,starts,total_points,was_home
Emiliano Buendía Stati,MID,Aston Villa,0,1,0,9.5,2023-03-18,90,Bournemouth,117195,1,8,True
Emiliano Buendía Stati,MID,Aston Villa,0,0,1,2.3,2022-08-06,45,Bournemouth,42305,0,1,False
Emiliano Buendía Stati,MID,Aston Villa,2,0,1,13.5,2022-08-13,30,Everton,40198,0,8,True
Emiliano Buendía Stati,MID,Aston Villa,0,0,2,1.2,2022-10-20,32,Fulham,37856,0,1,False
Emiliano Buendía Stati,MID,Aston Villa,0,0,3,2.6,2022-08-20,72,Crystal Palace,72351,0,2,False
Emiliano Buendía Stati,MID,Aston Villa,0,0,1,5.7,2022-10-10,90,Nottingham Forest,40727,0,2,False
Emiliano Buendía Stati,MID,Aston Villa,0,0,0,2.9,2022-10-16,24,Chelsea,38557,0,1,True
Emiliano Buendía Stati,MID,Aston Villa,0,1,0,6.4,2022-10-23,70,Brentford,36961,0,3,True
Emiliano Buendía Stati,MID,Aston Villa,0,0,3,6.8,2022-10-29,60,Newcastle United,36216,0,2,False
Emiliano Buendía Stati,MID,Aston Villa,0,0,3,3.8,2022-12-26,85,Liverpool,33918,1,2,True
Emiliano Buendía Stati,MID,Aston Villa,0,0,1,1.4,2022-11-06,78,Manchester United,34632,0,2,True
Emiliano Buendía Stati,MID,Aston Villa,2,1,0,8.6,2023-01-01,81,Tottenham,33557,1,10,False
Emiliano Buendía Stati,MID,Aston Villa,0,0,1,0.0,2022-11-13,73,Brighton,34331,1,2,False
Emiliano Buendía Stati,MID,Aston Villa,0,1,0,3.0,2023-01-21,68,Southampton,62409,1,3,False
Emiliano Buendía Stati,MID,Aston Villa,0,1,0,1.4,2023-04-08,74,Nottingham Forest,116604,1,3,True
Emiliano Buendía Stati,MID,Aston Villa,0,0,2,1.2,2023-02-18,66,Arsenal,55748,1,2,True
Emiliano Buendía Stati,MID,Aston Villa,0,0,0,8.2,2023-02-25,29,Everton,60208,0,6,False
Emiliano Buendía Stati,MID,Aston Villa,0,0,1,5.5,2023-01-04,90,Wolverhampton,42291,1,2,True
Emiliano Buendía Stati,MID,Aston Villa,0,1,0,2.6,2023-03-04,90,Crystal Palace,66839,1,3,True
Emiliano Buendía Stati,MID,Aston Villa,0,0,3,0.3,2023-02-12,59,Manchester City,55974,1,1,False
Emiliano Buendía Stati,MID,Aston Villa,0,0,4,7.6,2023-02-04,90,Leeds United,58844,1,5,True
Emiliano Buendía Stati,MID,Aston Villa,3,1,0,6.0,2023-01-13,80,Leicester City,46302,1,11,True
Emiliano Buendía Stati,MID,Aston Villa,0,0,1,2.5,2023-03-12,79,West Ham,62754,1,2,False
Emiliano Buendía Stati,MID,Aston Villa,0,1,0,1.7,2023-04-01,75,Chelsea,97494,1,3,False
Emiliano Buendía Stati,MID,Aston Villa,1,0,1,9.2,2023-04-04,90,Leeds United,97494,1,6,False
Emiliano Buendía Stati,MID,Aston Villa,0,0,1,10.5,2023-04-22,90,Brentford,128354,1,5,False
Emiliano Buendía Stati,MID,Aston Villa,0,1,0,4.1,2023-04-15,90,Newcastle United,115119,1,3,True
Emiliano Buendía Stati,MID,Aston Villa,0,0,0,1.7,2022-09-16,23,Southampton,50616,0,1,True
Emiliano Buendía Stati,MID,Aston Villa,0,1,0,2.7,2023-04-25,90,Fulham,126955,1,3,True
Emiliano Buendía Stati,MID,Aston Villa,0,0,1,2.2,2022-08-28,24,West Ham,56809,0,1,True
Emiliano Buendía Stati,MID,Aston Villa,0,0,1,8.2,2023-05-06,80,Wolverhampton,100192,1,2,False
Emiliano Buendía Stati,MID,Aston Villa,0,0,1,3.3,2022-08-31,72,Arsenal,46974,0,2,False
Emiliano Buendía Stati,MID,Aston Villa,0,0,0,0.0,2022-09-03,1,Manchester City,42119,0,1,True
Emiliano Buendía Stati,MID,Aston Villa,0,1,0,2.8,2023-05-13,67,Tottenham,90813,1,3,True
Emiliano Buendía Stati,MID,Aston Villa,0,0,0,0.0,2023-05-28,21,Brighton,85436,0,1,True
Emiliano Buendía Stati,MID,Aston Villa,0,0,0,2.0,2022-10-02,26,Leicester City,42385,0,1,False
Emiliano Buendía Stati,MID,Aston Villa,0,0,1,1.1,2023-04-30,75,Manchester United,100383,1,2,False
Emiliano Buendía Stati,MID,Aston Villa,0,0,1,2.0,2023-05-20,25,Liverpool,84597,0,1,False
