name,position,team,bonus,ict_index,kickoff_time,minutes,opponent_team,selected,starts,total_points,was_home
Ollie Watkins,FWD,Aston Villa,0,11.3,2023-03-18,90,Bournemouth,1838422,1,5,True
Ollie Watkins,FWD,Aston Villa,0,8.6,2022-10-20,90,Fulham,245548,0,2,False
Ollie Watkins,FWD,Aston Villa,3,11.1,2022-08-13,90,Everton,257270,0,11,True
Ollie Watkins,FWD,Aston Villa,0,5.7,2022-08-20,90,Crystal Palace,355958,0,6,False
Ollie Watkins,FWD,Aston Villa,0,1.6,2022-08-06,24,Bournemouth,324554,0,1,False
Ollie Watkins,FWD,Aston Villa,0,4.1,2022-10-16,90,Chelsea,229338,0,2,True
Ollie Watkins,FWD,Aston Villa,0,6.4,2022-10-10,90,Nottingham Forest,258318,0,2,False
Ollie Watkins,FWD,Aston Villa,0,2.2,2022-10-29,90,Newcastle United,194946,0,1,False
Ollie Watkins,FWD,Aston Villa,0,4.0,2022-11-06,77,Manchester United,194829,0,5,True
Ollie Watkins,FWD,Aston Villa,2,6.9,2023-01-21,90,Southampton,253201,1,8,False
Ollie Watkins,FWD,Aston Villa,0,12.9,2022-12-26,90,Liverpool,228695,1,6,True
Ollie Watkins,FWD,Aston Villa,0,11.4,2023-01-01,90,Tottenham,236972,1,5,False
Ollie Watkins,FWD,Aston Villa,0,16.4,2022-10-23,80,Brentford,206915,0,6,True
Ollie Watkins,FWD,Aston Villa,0,0.0,2022-11-13,0,Brighton,264204,0,0,False
Ollie Watkins,FWD,Aston Villa,0,0.6,2023-03-04,84,Crystal Palace,1001810,1,2,True
Ollie Watkins,FWD,Aston Villa,2,6.0,2023-02-18,77,Arsenal,334770,1,8,True
Ollie Watkins,FWD,Aston Villa,0,0.6,2023-01-04,66,Wolverhampton,298234,1,2,True
Ollie Watkins,FWD,Aston Villa,0,12.4,2023-02-25,90,Everton,762374,1,6,False
Ollie Watkins,FWD,Aston Villa,2,10.5,2023-02-04,90,Leeds United,277063,1,11,True
Ollie Watkins,FWD,Aston Villa,2,11.0,2023-04-08,90,Nottingham Forest,2222772,1,7,True
Ollie Watkins,FWD,Aston Villa,1,9.4,2023-02-12,90,Manchester City,286114,1,7,False
Ollie Watkins,FWD,Aston Villa,0,0.0,2023-01-13,31,Leicester City,341152,1,1,True
Ollie Watkins,FWD,Aston Villa,2,14.3,2023-03-12,84,West Ham,961872,1,8,False
Ollie Watkins,FWD,Aston Villa,2,5.5,2023-04-01,90,Chelsea,1856828,1,8,False
Ollie Watkins,FWD,Aston Villa,3,11.0,2023-04-04,90,Leeds United,1856828,1,9,False
Ollie Watkins,FWD,Aston Villa,0,3.7,2023-04-22,90,Brentford,2800108,1,2,False
Ollie Watkins,FWD,Aston Villa,0,5.1,2022-09-16,90,Southampton,214492,0,2,True
Ollie Watkins,FWD,Aston Villa,3,20.4,2023-04-15,90,Newcastle United,2195892,1,16,True
Ollie Watkins,FWD,Aston Villa,0,5.0,2023-05-06,90,Wolverhampton,2234137,1,1,False
Ollie Watkins,FWD,Aston Villa,0,1.0,2022-08-31,90,Arsenal,322483,0,2,False
Ollie Watkins,FWD,Aston Villa,0,4.2,2022-08-28,90,West Ham,395239,0,2,True
Ollie Watkins,FWD,Aston Villa,0,2.7,2023-04-25,90,Fulham,2719611,1,2,True
Ollie Watkins,FWD,Aston Villa,0,2.8,2022-09-03,90,Manchester City,245001,0,2,True
Ollie Watkins,FWD,Aston Villa,0,11.5,2022-10-02,90,Leicester City,218180,0,2,False
Ollie Watkins,FWD,Aston Villa,3,0.0,2023-05-28,90,Brighton,1467171,1,9,True
Ollie Watkins,FWD,Aston Villa,0,2.8,2023-05-13,90,Tottenham,1573673,1,4,True
Ollie Watkins,FWD,Aston Villa,0,1.4,2023-04-30,90,Manchester United,2237586,1,2,False
Ollie Watkins,FWD,Aston Villa,0,2.5,2023-05-20,86,Liverpool,1407589,1,0,False
