name,position,team,bonus,clean_sheets,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,selected,starts,total_points,was_home
Ruben Loftus-Cheek,MID,Chelsea,0,0,1,0.3,2023-03-18,9,Everton,13939,0,1,True
Ruben Loftus-Cheek,MID,Chelsea,0,0,2,8.1,2022-08-14,90,Tottenham,8995,0,2,True
Ruben Loftus-Cheek,MID,Chelsea,0,1,0,2.7,2022-10-19,90,Brentford,18551,0,3,False
Ruben Loftus-Cheek,MID,Chelsea,0,0,3,6.6,2022-08-21,90,Leicester City,19351,0,2,False
Ruben Loftus-Cheek,MID,Chelsea,0,0,0,0.6,2022-08-06,25,Everton,8103,0,1,False
Ruben Loftus-Cheek,MID,Chelsea,0,1,0,0.9,2022-10-16,90,Aston Villa,17635,0,3,False
Ruben Loftus-Cheek,MID,Chelsea,0,1,0,4.3,2022-10-08,65,Wolverhampton,16963,0,3,True
Ruben Loftus-Cheek,MID,Chelsea,0,0,4,4.8,2022-10-29,90,Brighton,18972,0,0,False
Ruben Loftus-Cheek,MID,Chelsea,0,0,0,0.0,2022-12-27,0,Bournemouth,15129,0,0,True
Ruben Loftus-Cheek,MID,Chelsea,0,0,0,0.0,2023-01-01,0,Nottingham Forest,14108,0,0,False
Ruben Loftus-Cheek,MID,Chelsea,0,0,1,1.1,2022-11-06,77,Arsenal,17631,0,2,True
Ruben Loftus-Cheek,MID,Chelsea,0,1,0,2.4,2022-10-22,78,Manchester United,18821,0,3,True
Ruben Loftus-Cheek,MID,Chelsea,0,0,0,0.0,2022-11-12,6,Newcastle United,17153,1,1,False
Ruben Loftus-Cheek,MID,Chelsea,0,0,0,0.0,2023-01-21,0,Liverpool,12950,0,0,False
Ruben Loftus-Cheek,MID,Chelsea,0,0,0,0.0,2023-02-18,0,Southampton,13038,0,0,True
Ruben Loftus-Cheek,MID,Chelsea,0,1,0,2.5,2023-03-04,83,Leicester City,13012,1,3,True
Ruben Loftus-Cheek,MID,Chelsea,0,0,0,0.0,2023-01-05,0,Manchester City,13684,0,0,True
Ruben Loftus-Cheek,MID,Chelsea,0,0,0,0.0,2023-01-12,0,Fulham,13684,0,0,False
Ruben Loftus-Cheek,MID,Chelsea,0,0,1,2.5,2023-02-26,61,Tottenham,13031,1,2,False
Ruben Loftus-Cheek,MID,Chelsea,0,0,0,0.0,2023-04-08,0,Wolverhampton,13415,0,0,False
Ruben Loftus-Cheek,MID,Chelsea,0,0,0,0.0,2023-02-03,0,Fulham,12914,0,0,True
Ruben Loftus-Cheek,MID,Chelsea,1,0,1,2.2,2023-02-11,78,West Ham,12876,1,3,False
Ruben Loftus-Cheek,MID,Chelsea,0,0,0,0.0,2023-01-15,0,Crystal Palace,13094,0,0,True
Ruben Loftus-Cheek,MID,Chelsea,0,0,1,3.8,2023-03-11,72,Leeds United,13295,1,2,False
Ruben Loftus-Cheek,MID,Chelsea,0,0,2,3.0,2023-04-01,56,Aston Villa,13536,1,1,True
Ruben Loftus-Cheek,MID,Chelsea,0,0,0,0.0,2023-04-04,0,Liverpool,13536,0,0,True
Ruben Loftus-Cheek,MID,Chelsea,0,0,0,0.0,2023-04-15,0,Brighton,13336,0,0,True
Ruben Loftus-Cheek,MID,Chelsea,0,0,2,0.9,2022-08-30,45,Southampton,22724,0,1,False
Ruben Loftus-Cheek,MID,Chelsea,0,0,1,4.1,2022-08-27,90,Leeds United,19975,0,2,True
Ruben Loftus-Cheek,MID,Chelsea,0,0,0,0.5,2023-05-06,27,Bournemouth,13130,0,1,False
Ruben Loftus-Cheek,MID,Chelsea,0,0,1,2.6,2022-09-03,82,West Ham,17708,0,1,True
Ruben Loftus-Cheek,MID,Chelsea,0,0,0,1.3,2022-10-01,34,Crystal Palace,16380,0,1,False
Ruben Loftus-Cheek,MID,Chelsea,0,0,0,0.0,2023-04-26,0,Brentford,13196,0,0,True
Ruben Loftus-Cheek,MID,Chelsea,0,0,1,0.0,2023-05-28,59,Newcastle United,14125,1,1,True
Ruben Loftus-Cheek,MID,Chelsea,0,0,1,4.0,2023-05-13,45,Nottingham Forest,13107,0,4,True
Ruben Loftus-Cheek,MID,Chelsea,0,0,0,0.0,2023-05-02,0,Arsenal,13141,0,0,False
Ruben Loftus-Cheek,MID,Chelsea,0,0,1,2.2,2023-05-21,80,Manchester City,14485,1,2,False
Ruben Loftus-Cheek,MID,Chelsea,0,0,0,0.2,2023-05-25,8,Manchester United,14485,0,1,False
