name,position,team,bonus,clean_sheets,expected_goals_conceded,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,own_goals,selected,starts,total_points,was_home
Rayan Aït-Nouri,DEF,Wolves,0,1,0.0,0,3.1,2022-08-13,90,Fulham,0,154591,0,6,True
Rayan Aït-Nouri,DEF,Wolves,0,0,0.0,2,6.3,2022-08-06,90,Leicester City,1,160198,0,-1,False
Rayan Aït-Nouri,DEF,Wolves,0,0,0.0,0,0.0,2023-03-18,0,Leicester City,0,97035,0,0,True
Rayan Aït-Nouri,DEF,Wolves,0,0,0.0,1,4.0,2022-08-20,70,Tottenham,0,156168,0,1,False
Rayan Aït-Nouri,DEF,Wolves,0,0,0.0,0,0.0,2022-10-18,0,Crystal Palace,0,127064,0,0,False
Rayan Aït-Nouri,DEF,Wolves,0,0,0.0,1,0.2,2022-10-08,18,Chelsea,0,113419,0,1,False
Rayan Aït-Nouri,DEF,Wolves,0,1,0.0,0,1.2,2022-10-15,90,Nottingham Forest,0,117015,0,6,True
Rayan Aït-Nouri,DEF,Wolves,0,0,0.0,0,0.0,2022-10-23,0,Leeds United,0,113993,0,0,True
Rayan Aït-Nouri,DEF,Wolves,0,0,0.0,0,0.0,2022-10-29,0,Brentford,0,107985,0,0,False
Rayan Aït-Nouri,DEF,Wolves,0,0,0.0,0,0.0,2022-11-12,0,Arsenal,0,98037,0,0,True
Rayan Aït-Nouri,DEF,Wolves,0,0,0.0,1,2.0,2022-11-05,16,Brighton,0,100585,0,1,True
Rayan Aït-Nouri,DEF,Wolves,0,0,0.3528,1,1.6,2022-12-31,18,Manchester United,0,105370,0,1,True
Rayan Aït-Nouri,DEF,Wolves,0,0,0.7174,0,6.3,2022-12-26,31,Everton,0,95170,0,6,False
Rayan Aït-Nouri,DEF,Wolves,0,0,0.0,0,0.2,2023-01-22,9,Manchester City,0,105798,0,1,False
Rayan Aït-Nouri,DEF,Wolves,0,0,0.0,0,0.0,2023-04-08,0,Chelsea,0,90699,0,0,True
Rayan Aït-Nouri,DEF,Wolves,0,0,0.14,0,1.0,2023-02-18,28,Bournemouth,0,106366,0,0,True
Rayan Aït-Nouri,DEF,Wolves,0,0,0.0,0,0.0,2023-02-24,0,Fulham,0,115275,0,0,False
Rayan Aït-Nouri,DEF,Wolves,0,0,2.15,2,1.5,2023-03-01,66,Liverpool,0,115275,0,1,False
Rayan Aït-Nouri,DEF,Wolves,0,0,0.0,0,0.0,2023-03-04,0,Tottenham,0,104407,0,0,True
Rayan Aït-Nouri,DEF,Wolves,0,0,1.4782,1,3.5,2023-01-04,31,Aston Villa,0,105017,0,1,False
Rayan Aït-Nouri,DEF,Wolves,0,0,0.73,1,0.8,2023-02-11,45,Southampton,0,105624,1,0,False
Rayan Aït-Nouri,DEF,Wolves,0,1,1.86,0,1.6,2023-02-04,83,Liverpool,0,102190,1,6,True
Rayan Aït-Nouri,DEF,Wolves,0,0,0.5821,0,2.0,2023-01-14,26,West Ham,0,107271,0,1,True
Rayan Aït-Nouri,DEF,Wolves,0,0,0.15,1,0.1,2023-03-12,21,Newcastle United,0,98922,0,1,False
Rayan Aït-Nouri,DEF,Wolves,0,0,0.0,0,0.0,2023-04-01,0,Nottingham Forest,0,92384,0,0,False
Rayan Aït-Nouri,DEF,Wolves,0,0,0.0,0,0.0,2023-04-22,0,Leeds United,0,88002,0,0,False
Rayan Aït-Nouri,DEF,Wolves,0,0,0.0,3,2.7,2022-09-17,80,Manchester City,0,111106,0,1,True
Rayan Aït-Nouri,DEF,Wolves,0,0,0.0,0,0.0,2023-04-15,0,Brentford,0,89278,0,0,True
Rayan Aït-Nouri,DEF,Wolves,0,0,0.0,0,0.0,2022-08-28,0,Newcastle United,0,150838,0,0,True
Rayan Aït-Nouri,DEF,Wolves,0,0,0.0,0,1.9,2022-08-31,30,Bournemouth,0,140324,0,1,False
Rayan Aït-Nouri,DEF,Wolves,0,0,0.0,0,0.0,2023-04-25,0,Crystal Palace,0,86757,0,0,True
Rayan Aït-Nouri,DEF,Wolves,0,1,0.0,0,4.1,2022-09-03,90,Southampton,0,122583,0,6,True
Rayan Aït-Nouri,DEF,Wolves,0,0,0.0,0,0.0,2023-05-06,0,Aston Villa,0,84408,0,0,True
Rayan Aït-Nouri,DEF,Wolves,0,0,0.0,2,4.2,2022-10-01,90,West Ham,0,114996,0,1,False
Rayan Aït-Nouri,DEF,Wolves,0,0,1.12,2,0.0,2023-05-28,45,Arsenal,0,82370,0,0,False
Rayan Aït-Nouri,DEF,Wolves,0,0,0.0,0,0.0,2023-05-13,0,Manchester United,0,83593,0,0,False
Rayan Aït-Nouri,DEF,Wolves,0,0,0.0,0,0.0,2023-04-29,0,Brighton,0,85180,0,0,False
Rayan Aït-Nouri,DEF,Wolves,0,0,0.0,0,0.0,2023-05-20,0,Everton,0,83012,0,0,True
