name,position,team,bonus,clean_sheets,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,selected,starts,total_points,was_home
Thomas Partey,MID,Arsenal,0,0,1,3.7,2023-03-19,90,Crystal Palace,50922,1,2,True
Thomas Partey,MID,Arsenal,0,0,2,4.9,2022-08-13,90,Leeds United,61511,0,2,True
Thomas Partey,MID,Arsenal,0,1,0,1.1,2022-10-16,90,Leicester City,49227,0,3,False
Thomas Partey,MID,Arsenal,0,1,0,1.7,2022-08-20,90,Bournemouth,61170,0,3,False
Thomas Partey,MID,Arsenal,0,1,0,4.6,2022-08-05,90,Crystal Palace,39617,0,3,False
Thomas Partey,MID,Arsenal,0,0,2,3.5,2022-10-09,90,Liverpool,45510,0,2,True
Thomas Partey,MID,Arsenal,0,0,1,4.7,2022-12-31,73,Brighton,59144,1,1,False
Thomas Partey,MID,Arsenal,0,1,0,2.6,2022-11-06,90,Chelsea,55765,0,3,False
Thomas Partey,MID,Arsenal,0,0,1,1.8,2022-12-26,90,West Ham,59947,1,2,True
Thomas Partey,MID,Arsenal,0,0,2,3.9,2023-01-22,90,Manchester United,55646,1,2,True
Thomas Partey,MID,Arsenal,1,1,0,10.1,2022-10-30,90,Nottingham Forest,52188,0,9,True
Thomas Partey,MID,Arsenal,0,0,0,0.1,2023-02-25,6,Leeds United,48104,0,1,False
Thomas Partey,MID,Arsenal,0,0,0,3.0,2023-03-01,45,Everton,48104,0,1,True
Thomas Partey,MID,Arsenal,0,1,0,5.4,2023-01-03,90,Newcastle United,56940,1,3,True
Thomas Partey,MID,Arsenal,0,0,1,3.1,2022-10-23,90,Southampton,53204,0,2,False
Thomas Partey,MID,Arsenal,0,1,0,2.6,2022-11-12,90,Wolverhampton,57762,1,2,False
Thomas Partey,MID,Arsenal,0,0,0,0.0,2023-02-18,0,Aston Villa,50859,0,0,False
Thomas Partey,MID,Arsenal,1,0,2,10.6,2023-03-04,90,Bournemouth,48173,1,8,True
Thomas Partey,MID,Arsenal,0,0,2,2.1,2023-04-09,90,Liverpool,50384,1,2,False
Thomas Partey,MID,Arsenal,0,0,0,2.7,2023-02-04,58,Everton,51670,1,1,False
Thomas Partey,MID,Arsenal,1,0,1,10.5,2023-02-11,90,Brentford,52594,1,3,True
Thomas Partey,MID,Arsenal,0,0,0,0.0,2023-02-15,0,Manchester City,52594,0,0,True
Thomas Partey,MID,Arsenal,0,1,0,4.5,2023-01-15,90,Tottenham,55640,1,3,False
Thomas Partey,MID,Arsenal,0,1,0,3.1,2023-03-12,90,Fulham,50380,1,3,False
Thomas Partey,MID,Arsenal,0,0,0,1.0,2023-04-01,59,Leicester City,50508,1,1,True
Thomas Partey,MID,Arsenal,0,0,3,5.4,2023-04-21,90,Southampton,50911,1,2,True
Thomas Partey,MID,Arsenal,0,0,2,0.6,2023-04-16,66,West Ham,50842,1,1,False
Thomas Partey,MID,Arsenal,0,1,0,1.7,2022-09-18,77,Brentford,26315,0,3,False
Thomas Partey,MID,Arsenal,0,0,0,0.1,2023-05-07,10,Newcastle United,50659,0,1,False
Thomas Partey,MID,Arsenal,0,0,4,2.5,2023-04-26,90,Manchester City,50720,1,1,False
Thomas Partey,MID,Arsenal,0,0,0,0.0,2022-08-27,0,Fulham,54948,0,0,True
Thomas Partey,MID,Arsenal,0,0,0,0.0,2022-08-31,0,Aston Villa,40160,0,0,True
Thomas Partey,MID,Arsenal,0,0,0,0.0,2022-09-04,0,Manchester United,30613,0,0,False
Thomas Partey,MID,Arsenal,3,0,1,11.5,2022-10-01,72,Tottenham,26537,0,10,True
Thomas Partey,MID,Arsenal,0,1,0,0.0,2023-05-28,90,Wolverhampton,50621,1,3,True
Thomas Partey,MID,Arsenal,0,0,2,2.9,2023-05-14,30,Brighton,50377,0,0,True
Thomas Partey,MID,Arsenal,0,0,0,0.0,2023-05-02,4,Chelsea,50537,0,1,True
Thomas Partey,MID,Arsenal,0,0,1,3.5,2023-05-20,90,Nottingham Forest,50327,1,2,False
