name,position,team,bonus,clean_sheets,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,selected,starts,total_points,was_home
Saïd Benrahma,MID,West Ham,0,0,1,2.0,2022-08-07,33,Manchester City,185141,0,1,True
Saïd Benrahma,MID,West Ham,0,0,1,9.0,2022-08-14,90,Nottingham Forest,176951,0,2,False
Saïd Benrahma,MID,West Ham,0,0,2,2.7,2022-08-21,74,Brighton,193031,0,2,True
Saïd Benrahma,MID,West Ham,0,0,0,2.5,2022-10-19,29,Liverpool,83174,0,1,False
Saïd Benrahma,MID,West Ham,0,0,0,0.0,2022-10-09,0,Fulham,89215,0,0,True
Saïd Benrahma,MID,West Ham,0,0,0,7.7,2022-10-16,31,Southampton,84186,0,4,False
Saïd Benrahma,MID,West Ham,0,1,0,12.3,2022-10-24,90,Bournemouth,83745,0,8,True
Saïd Benrahma,MID,West Ham,0,0,1,7.6,2022-10-30,90,Manchester United,84686,0,2,False
Saïd Benrahma,MID,West Ham,0,0,1,4.5,2022-11-06,63,Crystal Palace,96752,0,7,True
Saïd Benrahma,MID,West Ham,0,0,2,7.9,2022-11-12,90,Leeds United,105054,1,2,True
Saïd Benrahma,MID,West Ham,0,0,2,5.9,2022-12-30,90,Brentford,110695,1,2,True
Saïd Benrahma,MID,West Ham,0,0,3,8.1,2022-12-26,90,Arsenal,93668,1,7,False
Saïd Benrahma,MID,West Ham,0,1,0,5.2,2023-01-21,81,Everton,94258,1,3,True
Saïd Benrahma,MID,West Ham,0,0,1,0.3,2023-02-19,18,Tottenham,86048,0,1,False
Saïd Benrahma,MID,West Ham,0,0,0,2.0,2023-04-08,30,Fulham,123241,0,1,False
Saïd Benrahma,MID,West Ham,1,1,0,11.8,2023-02-25,82,Nottingham Forest,89851,1,10,True
Saïd Benrahma,MID,West Ham,0,0,1,1.5,2023-03-04,45,Brighton,96879,1,1,False
Saïd Benrahma,MID,West Ham,0,0,0,0.3,2023-01-04,10,Leicester City,105500,0,1,False
Saïd Benrahma,MID,West Ham,0,0,1,3.3,2023-02-11,66,Chelsea,86879,1,2,True
Saïd Benrahma,MID,West Ham,0,0,1,4.1,2023-02-04,73,Newcastle United,88524,1,2,False
Saïd Benrahma,MID,West Ham,0,0,0,6.4,2023-01-14,30,Wolverhampton,99336,0,1,False
Saïd Benrahma,MID,West Ham,1,0,1,14.9,2023-03-12,90,Aston Villa,92449,1,8,True
Saïd Benrahma,MID,West Ham,0,1,0,5.5,2023-04-02,90,Southampton,128392,1,3,True
Saïd Benrahma,MID,West Ham,0,0,3,2.4,2023-04-05,62,Newcastle United,128392,1,2,True
Saïd Benrahma,MID,West Ham,0,1,0,5.7,2023-04-23,64,Bournemouth,141340,1,3,False
Saïd Benrahma,MID,West Ham,0,0,0,1.1,2022-09-18,28,Everton,104935,0,1,False
Saïd Benrahma,MID,West Ham,0,0,2,9.7,2023-04-16,90,Arsenal,115063,1,7,True
Saïd Benrahma,MID,West Ham,0,0,2,3.9,2023-04-26,69,Liverpool,127477,1,2,True
Saïd Benrahma,MID,West Ham,0,0,1,5.7,2022-08-31,66,Tottenham,122118,0,2,True
Saïd Benrahma,MID,West Ham,0,0,0,3.1,2022-08-28,45,Aston Villa,150695,0,1,False
Saïd Benrahma,MID,West Ham,3,1,0,13.4,2023-05-07,86,Manchester United,119098,1,11,True
Saïd Benrahma,MID,West Ham,0,0,2,2.0,2022-09-03,16,Chelsea,109678,0,1,False
Saïd Benrahma,MID,West Ham,0,0,0,0.0,2022-10-01,0,Wolverhampton,97721,0,0,True
Saïd Benrahma,MID,West Ham,0,0,0,3.1,2023-05-14,31,Brentford,122754,0,1,False
Saïd Benrahma,MID,West Ham,0,0,2,0.0,2023-05-28,61,Leeds United,121541,1,2,False
Saïd Benrahma,MID,West Ham,0,0,1,0.9,2023-04-29,45,Crystal Palace,131476,0,1,False
Saïd Benrahma,MID,West Ham,0,0,1,1.2,2023-05-03,11,Manchester City,131476,0,1,False
Saïd Benrahma,MID,West Ham,0,0,0,0.0,2023-05-21,0,Leicester City,122894,0,0,True
