name,position,team,bonus,ict_index,kickoff_time,minutes,opponent_team,selected,starts,total_points,was_home
Emmanuel Dennis,FWD,Nott'm Forest,0,0.0,2022-10-22,0,Liverpool,13181,0,0,True
Emmanuel Dennis,FWD,Nott'm Forest,0,0.0,2022-08-20,0,Everton,13744,0,0,False
Emmanuel Dennis,FWD,Nott'm Forest,1,5.5,2023-03-17,78,Newcastle United,13816,1,6,True
Emmanuel Dennis,FWD,Nott'm Forest,2,6.4,2022-10-10,70,Aston Villa,10565,0,8,True
Emmanuel Dennis,FWD,Nott'm Forest,0,0.0,2022-10-18,0,Brighton,15182,0,0,False
Emmanuel Dennis,FWD,Nott'm Forest,0,0.2,2022-10-15,69,Wolverhampton,14331,0,1,False
Emmanuel Dennis,FWD,Nott'm Forest,0,0.0,2023-01-21,0,Bournemouth,14159,0,0,False
Emmanuel Dennis,FWD,Nott'm Forest,0,0.0,2023-02-25,0,West Ham,13225,0,0,False
Emmanuel Dennis,FWD,Nott'm Forest,0,0.0,2023-02-18,0,Manchester City,13146,0,0,True
Emmanuel Dennis,FWD,Nott'm Forest,0,0.0,2023-01-01,0,Chelsea,15529,0,0,True
Emmanuel Dennis,FWD,Nott'm Forest,0,0.0,2022-11-12,0,Crystal Palace,17105,0,0,True
Emmanuel Dennis,FWD,Nott'm Forest,0,0.0,2023-02-05,0,Leicester City,13606,0,0,True
Emmanuel Dennis,FWD,Nott'm Forest,0,3.0,2022-12-27,27,Manchester United,16280,0,1,False
Emmanuel Dennis,FWD,Nott'm Forest,0,1.3,2022-10-30,34,Arsenal,12030,0,1,False
Emmanuel Dennis,FWD,Nott'm Forest,0,0.0,2023-04-08,0,Aston Villa,12863,0,0,False
Emmanuel Dennis,FWD,Nott'm Forest,0,7.4,2022-11-05,78,Brentford,13195,0,5,True
Emmanuel Dennis,FWD,Nott'm Forest,0,0.0,2023-01-04,0,Southampton,15067,0,0,False
Emmanuel Dennis,FWD,Nott'm Forest,0,0.7,2023-03-05,20,Everton,12935,0,1,True
Emmanuel Dennis,FWD,Nott'm Forest,0,1.8,2023-02-11,34,Fulham,13453,0,1,False
Emmanuel Dennis,FWD,Nott'm Forest,0,4.9,2023-03-11,45,Tottenham,12765,0,1,False
Emmanuel Dennis,FWD,Nott'm Forest,0,0.0,2023-01-14,0,Leeds United,14287,0,0,True
Emmanuel Dennis,FWD,Nott'm Forest,0,10.1,2023-04-01,66,Wolverhampton,13245,1,2,True
Emmanuel Dennis,FWD,Nott'm Forest,0,4.8,2023-04-04,70,Leicester City,13245,1,5,False
Emmanuel Dennis,FWD,Nott'm Forest,0,0.1,2023-04-16,9,Manchester United,12864,0,1,True
Emmanuel Dennis,FWD,Nott'm Forest,0,0.2,2023-04-22,3,Liverpool,12763,0,1,False
Emmanuel Dennis,FWD,Nott'm Forest,0,0.0,2023-04-26,0,Brighton,12755,0,0,True
Emmanuel Dennis,FWD,Nott'm Forest,0,0.0,2023-05-08,0,Southampton,12630,0,0,True
Emmanuel Dennis,FWD,Nott'm Forest,0,0.0,2023-04-29,0,Brentford,12784,0,0,False
Emmanuel Dennis,FWD,Nott'm Forest,0,0.0,2023-05-13,0,Chelsea,12412,0,0,False
Emmanuel Dennis,FWD,Nott'm Forest,0,0.0,2023-05-20,0,Arsenal,12139,0,0,True
Emmanuel Dennis,FWD,Nott'm Forest,0,1.4,2022-08-28,21,Tottenham,15765,0,1,True
Emmanuel Dennis,FWD,Nott'm Forest,0,2.7,2022-08-31,32,Manchester City,15250,0,0,False
Emmanuel Dennis,FWD,Nott'm Forest,0,0.0,2023-05-28,18,Crystal Palace,12169,0,1,False
Emmanuel Dennis,FWD,Nott'm Forest,0,0.0,2022-09-16,2,Fulham,12863,0,1,True
Emmanuel Dennis,FWD,Nott'm Forest,0,1.8,2022-09-03,5,Bournemouth,16283,0,1,True
Emmanuel Dennis,FWD,Nott'm Forest,0,2.3,2022-10-03,28,Leeds United,11023,0,1,False
