name,position,team,bonus,clean_sheets,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,selected,starts,total_points,was_home
Dennis Praet,MID,Leicester,0,0,0,0.4,2023-03-18,24,Brentford,2367,0,1,False
Dennis Praet,MID,Leicester,0,0,1,0.1,2022-08-13,27,Arsenal,1666,0,1,False
Dennis Praet,MID,Leicester,0,0,0,0.0,2022-08-07,0,Brentford,1242,0,0,True
Dennis Praet,MID,Leicester,0,1,0,1.4,2022-10-20,69,Leicester City,2157,0,6,True
Dennis Praet,MID,Leicester,0,0,0,0.0,2022-08-20,0,Southampton,1915,0,0,True
Dennis Praet,MID,Leicester,0,0,0,0.0,2022-10-08,0,Bournemouth,2194,0,0,False
Dennis Praet,MID,Leicester,0,0,0,0.8,2022-10-23,28,Wolverhampton,2393,0,1,False
Dennis Praet,MID,Leicester,0,0,0,0.0,2022-10-29,0,Manchester City,2358,0,0,True
Dennis Praet,MID,Leicester,0,0,0,0.4,2022-10-15,8,Crystal Palace,2153,0,1,True
Dennis Praet,MID,Leicester,0,0,2,0.0,2022-12-26,16,Newcastle United,2357,1,1,True
Dennis Praet,MID,Leicester,0,0,0,0.0,2022-11-05,0,Everton,2298,0,0,False
Dennis Praet,MID,Leicester,0,0,0,0.0,2022-12-30,0,Liverpool,2279,0,0,False
Dennis Praet,MID,Leicester,0,1,0,0.6,2022-11-12,65,West Ham,2290,0,3,False
Dennis Praet,MID,Leicester,0,0,1,0.0,2023-01-21,34,Brighton,2179,1,1,True
Dennis Praet,MID,Leicester,0,0,1,0.8,2023-02-25,76,Arsenal,2355,1,2,True
Dennis Praet,MID,Leicester,0,0,0,0.0,2023-04-08,9,Bournemouth,2299,0,1,True
Dennis Praet,MID,Leicester,0,0,0,1.2,2023-02-19,15,Manchester United,2255,0,1,False
Dennis Praet,MID,Leicester,0,0,0,4.7,2023-03-04,45,Southampton,2326,0,1,False
Dennis Praet,MID,Leicester,0,0,0,0.0,2023-01-03,0,Fulham,2217,0,0,True
Dennis Praet,MID,Leicester,0,0,0,0.4,2023-02-11,13,Tottenham,2224,0,1,True
Dennis Praet,MID,Leicester,0,0,0,5.8,2023-02-04,23,Aston Villa,2160,0,6,False
Dennis Praet,MID,Leicester,0,0,1,0.4,2023-01-14,22,Nottingham Forest,2159,0,1,False
Dennis Praet,MID,Leicester,0,0,0,0.0,2023-03-11,0,Chelsea,2366,0,0,True
Dennis Praet,MID,Leicester,0,0,0,0.0,2023-04-01,0,Crystal Palace,2302,0,0,False
Dennis Praet,MID,Leicester,0,0,0,0.0,2023-04-04,0,Aston Villa,2302,0,0,True
Dennis Praet,MID,Leicester,0,0,0,1.8,2023-04-22,14,Wolverhampton,2305,0,1,True
Dennis Praet,MID,Leicester,0,0,0,2.1,2023-04-15,28,Manchester City,2292,0,1,False
Dennis Praet,MID,Leicester,0,0,0,0.0,2022-09-17,0,Tottenham,2055,0,0,False
Dennis Praet,MID,Leicester,0,0,0,0.7,2023-04-25,8,Leicester City,2305,0,1,False
Dennis Praet,MID,Leicester,0,0,3,0.3,2023-05-08,45,Fulham,2308,1,1,False
Dennis Praet,MID,Leicester,0,0,1,0.8,2022-08-27,54,Chelsea,1942,0,0,False
Dennis Praet,MID,Leicester,0,0,0,0.0,2022-09-01,0,Manchester United,2029,0,0,True
Dennis Praet,MID,Leicester,0,0,0,0.0,2022-09-04,0,Brighton,2085,0,0,False
Dennis Praet,MID,Leicester,0,0,0,0.0,2023-05-15,0,Liverpool,2310,0,0,True
Dennis Praet,MID,Leicester,0,0,0,0.0,2023-05-28,0,West Ham,2335,0,0,True
Dennis Praet,MID,Leicester,0,0,0,0.0,2023-05-01,2,Everton,2300,0,1,True
Dennis Praet,MID,Leicester,0,0,0,0.0,2022-10-03,10,Nottingham Forest,2069,0,1,True
Dennis Praet,MID,Leicester,0,0,0,0.0,2023-05-22,0,Newcastle United,2315,0,0,False
