Opponent,Home Difficulty,Away Difficulty
Arsenal,-3.247135523193715,3.7460863021005615
Aston Villa,2.107047253857692,1.9034444439789104
Bournemouth,-2.2692594945207567,6.494160537051426
Brentford,-2.430367202361898,1.7071572431066204
Brighton,2.153897360398485,-5.194727259023852
Burnley,-3.9652322655965504,-2.4112450815341306
Chelsea,-0.6586007553918781,-1.103116703780578
Crystal Palace,-2.9640461590167324,0.8457110091005149
Fulham,1.8978933155818716,-1.723541446315087
Ipswich Town,,
Leeds United,0.48585689513286856,-1.467597387888801
Leicester City,-3.7049356349827702,-1.6317727653047642
Liverpool,0.7566454079971354,1.8908918710575486
Luton,,
Manchester City,1.8234002905705529,0.20749576409207438
Manchester United,-0.6998857973231332,0.43108326233120975
Newcastle United,1.5672779997262831,2.4593311889303013
Norwich,-4.47041841648098,1.636564487416163
Nottingham Forest,0.6075191802532962,0.5465398392643617
Sheffield,,
Southampton,-2.7117838952949,1.084054132655944
Tottenham,1.1307967666833498,4.059446213206698
Watford,3.336331611929884,0.729901490105636
West Ham,0.696481811984821,4.3852287193278805
Wolverhampton,1.6562190173402187,0.11084927504149364
