name,position,team,bonus,ict_index,kickoff_time,minutes,opponent_team,starts,total_points,was_home
Iliman Ndiaye,FWD,Everton,0,2.4,2024-08-24,33,Tottenham,0,1,False
Iliman Ndiaye,FWD,Everton,0,0.7,2024-08-17,27,Brighton,0,1,True
Iliman Ndiaye,FWD,Everton,0,1.4,2024-09-14,80,Aston Villa,1,1,False
Iliman Ndiaye,FWD,Everton,0,5.8,2024-08-31,82,Bournemouth,1,2,True
Iliman Ndiaye,FWD,Everton,1,4.0,2024-09-28,90,Crystal Palace,1,3,True
Iliman Ndiaye,FWD,Everton,0,3.4,2024-10-05,90,Newcastle United,1,2,True
Iliman Ndiaye,FWD,Everton,0,1.4,2024-10-26,90,Fulham,1,2,True
Iliman Ndiaye,FWD,Everton,2,11.7,2024-09-21,80,Leicester City,1,8,False
Iliman Ndiaye,FWD,Everton,3,7.2,2024-10-19,80,Ipswich Town,1,9,False
