name,position,team,bonus,ict_index,kickoff_time,minutes,opponent_team,starts,total_points,was_home
Joe Hugill,FWD,Man Utd,0,0.0,2023-11-26,0,Everton,0,0,False
Joe Hugill,FWD,Man Utd,0,0.0,2023-12-02,0,Newcastle United,0,0,False
Joe Hugill,FWD,Man Utd,0,0.0,2023-12-06,0,Chelsea,0,0,True
Joe Hugill,FWD,Man Utd,0,0.0,2023-12-09,0,Bournemouth,0,0,True
Joe Hugill,FWD,Man Utd,0,0.0,2023-12-17,0,Liverpool,0,0,False
Joe Hugill,FWD,Man Utd,0,0.0,2023-12-23,0,West Ham,0,0,False
Joe Hugill,FWD,Man Utd,0,0.0,2023-12-26,0,Aston Villa,0,0,True
Joe Hugill,FWD,Man Utd,0,0.0,2023-12-30,0,Nottingham Forest,0,0,False
Joe Hugill,FWD,Man Utd,0,0.0,2024-01-14,0,Tottenham,0,0,True
Joe Hugill,FWD,Man Utd,0,0.0,2024-02-01,0,Wolverhampton,0,0,False
Joe Hugill,FWD,Man Utd,0,0.0,2024-02-04,0,West Ham,0,0,True
Joe Hugill,FWD,Man Utd,0,0.0,2024-02-11,0,Aston Villa,0,0,False
Joe Hugill,FWD,Man Utd,0,0.0,2024-02-18,0,Luton,0,0,False
Joe Hugill,FWD,Man Utd,0,0.0,2024-02-24,0,Fulham,0,0,True
Joe Hugill,FWD,Man Utd,0,0.0,2024-03-03,0,Manchester City,0,0,False
Joe Hugill,FWD,Man Utd,0,0.0,2024-03-09,0,Everton,0,0,True
Joe Hugill,FWD,Man Utd,0,0.0,2024-03-30,0,Brentford,0,0,False
Joe Hugill,FWD,Man Utd,0,0.0,2024-04-04,0,Chelsea,0,0,False
Joe Hugill,FWD,Man Utd,0,0.0,2024-04-07,0,Liverpool,0,0,True
Joe Hugill,FWD,Man Utd,0,0.0,2024-04-13,0,Bournemouth,0,0,False
Joe Hugill,FWD,Man Utd,0,0.0,2024-04-24,0,Sheffield,0,0,True
Joe Hugill,FWD,Man Utd,0,0.0,2024-04-27,0,Burnley,0,0,True
Joe Hugill,FWD,Man Utd,0,0.0,2024-05-06,0,Crystal Palace,0,0,False
Joe Hugill,FWD,Man Utd,0,0.0,2024-05-12,0,Arsenal,0,0,True
Joe Hugill,FWD,Man Utd,0,0.0,2024-05-15,0,Newcastle United,0,0,True
Joe Hugill,FWD,Man Utd,0,0.0,2024-05-19,0,Brighton,0,0,False
