name,position,team,bonus,clean_sheets,expected_goals_conceded,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,own_goals,starts,total_points,was_home
Tariq Lamptey,DEF,Brighton,0,0,0.0,0,0.0,2023-08-12,0,Luton,0,0,0,True
Tariq Lamptey,DEF,Brighton,0,0,0.0,0,0.0,2023-10-29,0,Fulham,0,0,0,True
Tariq Lamptey,DEF,Brighton,0,0,0.0,0,0.0,2023-11-04,0,Everton,0,0,0,False
Tariq Lamptey,DEF,Brighton,0,0,0.0,0,0.0,2023-11-12,0,Sheffield,0,0,0,True
Tariq Lamptey,DEF,Brighton,0,0,0.21,1,0.6,2023-11-25,34,Nottingham Forest,0,1,1,False
Tariq Lamptey,DEF,Brighton,0,0,0.0,0,0.0,2023-12-03,0,Chelsea,0,0,0,False
Tariq Lamptey,DEF,Brighton,0,0,0.0,0,0.0,2023-12-06,0,Brentford,0,0,0,True
Tariq Lamptey,DEF,Brighton,0,0,0.0,0,0.0,2023-12-09,0,Burnley,0,0,0,True
Tariq Lamptey,DEF,Brighton,0,0,0.0,0,0.0,2023-12-17,0,Arsenal,0,0,0,False
Tariq Lamptey,DEF,Brighton,0,0,0.0,0,0.0,2023-12-21,0,Crystal Palace,0,0,0,False
Tariq Lamptey,DEF,Brighton,0,0,0.0,0,0.0,2023-12-28,0,Tottenham,0,0,0,True
Tariq Lamptey,DEF,Brighton,0,0,0.0,0,0.0,2023-08-19,0,Wolverhampton,0,0,0,False
Tariq Lamptey,DEF,Brighton,0,0,0.0,0,0.0,2024-01-02,0,West Ham,0,0,0,False
Tariq Lamptey,DEF,Brighton,0,0,0.4,0,0.5,2024-01-22,25,Wolverhampton,0,0,1,True
Tariq Lamptey,DEF,Brighton,0,0,0.87,1,0.5,2024-01-30,45,Luton,0,0,1,False
Tariq Lamptey,DEF,Brighton,0,0,0.19,1,6.3,2024-02-03,79,Crystal Palace,0,1,5,True
Tariq Lamptey,DEF,Brighton,0,0,1.25,1,2.3,2024-02-10,90,Tottenham,0,1,2,False
Tariq Lamptey,DEF,Brighton,0,0,0.19,0,1.5,2024-02-18,45,Sheffield,0,1,0,False
Tariq Lamptey,DEF,Brighton,0,1,0.05,0,2.6,2024-02-24,60,Everton,0,1,6,True
Tariq Lamptey,DEF,Brighton,0,0,0.23,2,0.9,2024-03-02,45,Fulham,0,1,0,False
Tariq Lamptey,DEF,Brighton,0,0,0.25,0,1.0,2024-03-10,30,Nottingham Forest,0,0,1,True
Tariq Lamptey,DEF,Brighton,0,0,0.0,0,0.0,2023-08-26,0,West Ham,0,0,0,True
Tariq Lamptey,DEF,Brighton,0,0,2.27,2,0.3,2024-03-31,69,Liverpool,0,1,1,False
Tariq Lamptey,DEF,Brighton,0,0,0.02,0,1.2,2024-04-03,16,Brentford,0,0,1,False
Tariq Lamptey,DEF,Brighton,0,0,3.23,3,2.3,2024-04-06,90,Arsenal,0,1,1,True
Tariq Lamptey,DEF,Brighton,0,0,0.0,0,0.0,2024-04-13,0,Burnley,0,0,0,False
Tariq Lamptey,DEF,Brighton,0,0,0.0,0,0.0,2024-04-25,0,Manchester City,0,0,0,True
Tariq Lamptey,DEF,Brighton,0,0,0.0,0,0.0,2024-04-28,0,Bournemouth,0,0,0,False
Tariq Lamptey,DEF,Brighton,0,0,0.0,0,0.0,2024-05-05,0,Aston Villa,0,0,0,True
Tariq Lamptey,DEF,Brighton,0,0,1.56,1,1.5,2024-05-11,50,Newcastle United,0,0,1,False
Tariq Lamptey,DEF,Brighton,0,0,1.48,2,8.3,2024-05-15,84,Chelsea,0,1,1,True
Tariq Lamptey,DEF,Brighton,0,0,0.18,1,0.2,2024-05-19,9,Manchester United,0,0,1,True
Tariq Lamptey,DEF,Brighton,0,0,0.47,1,0.5,2023-09-02,13,Newcastle United,0,0,0,True
Tariq Lamptey,DEF,Brighton,0,0,0.96,1,6.1,2023-09-16,76,Manchester United,0,1,7,False
Tariq Lamptey,DEF,Brighton,0,0,0.11,0,0.0,2023-09-24,3,Bournemouth,0,0,1,True
Tariq Lamptey,DEF,Brighton,0,0,0.43,3,1.0,2023-09-30,45,Aston Villa,0,0,0,False
Tariq Lamptey,DEF,Brighton,0,0,0.0,0,0.0,2023-10-08,0,Liverpool,0,0,0,True
Tariq Lamptey,DEF,Brighton,0,0,0.0,0,0.0,2023-10-21,0,Manchester City,0,0,0,False
