name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,expected_goals_conceded,starts,form,xG&A_form,minutes_per_game,clean_sheet_probability,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Gabriel Osho,Luton,Brighton,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,Luton,False,Chelsea,,-0.85
Gabriel Osho,Luton,Chelsea,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,Luton,True,West Ham,,0.49
Gabriel Osho,Luton,West Ham,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,Luton,False,Fulham,,0.86
Gabriel Osho,Luton,Fulham,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,Luton,True,Wolverhampton,,0.05
Gabriel Osho,Luton,Wolverhampton,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,Luton,False,Everton,,-0.24
Gabriel Osho,Luton,Everton,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,Luton,True,Burnley,,0.39
Gabriel Osho,Luton,Burnley,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,Luton,True,Tottenham,,0.69
Gabriel Osho,Luton,Tottenham,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,Luton,False,Nottingham Forest,,-0.55
Gabriel Osho,Luton,Nottingham Forest,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,Luton,False,Aston Villa,,0.29
Gabriel Osho,Luton,Aston Villa,2023-10-29,False,56,0.0,0.0,0.0,0.0,0,0.0,0.0,0.7,0,0,2,1.97,1,0.0,0.0,5.6,0.0,2.0,Luton,True,Liverpool,,0.18
Gabriel Osho,Luton,Liverpool,2023-11-05,True,90,0.0,0.0,0.0,0.0,2,0.0,0.0,2.1,0,0,1,3.04,1,0.4,0.0,13.27,0.0,2.0,Luton,False,Manchester United,,-0.63
Gabriel Osho,Luton,Manchester United,2023-11-11,False,90,0.0,0.0,0.0,0.0,2,0.0,0.0,2.0,0,0,1,2.12,1,0.8,0.0,19.67,0.0,1.0,Luton,True,Crystal Palace,,0.88
Gabriel Osho,Luton,Crystal Palace,2023-11-25,True,90,0.0,0.0,0.0,0.0,1,0.0,0.0,2.2,0,0,1,1.68,1,1.0,0.0,25.08,0.0,1.0,Luton,False,Brentford,,-0.53
Gabriel Osho,Luton,Brentford,2023-12-02,False,90,0.0,0.0,0.0,0.0,1,0.0,0.0,4.1,0,0,3,3.47,1,1.2,0.0,29.71,0.0,6.0,Luton,True,Arsenal,,-0.11
Gabriel Osho,Luton,Arsenal,2023-12-05,True,90,1.0,0.32,0.0,0.0,6,1.0,0.0,7.8,0,0,4,2.44,1,2.4,0.06,33.73,0.0,0.0,Luton,True,Manchester City,,-0.96
Gabriel Osho,Luton,Manchester City,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,2.0,0.06,31.62,0.0,6.0,Luton,True,Newcastle United,,0.55
Gabriel Osho,Luton,Newcastle United,2023-12-23,True,90,0.0,0.0,0.0,0.0,6,0.0,0.0,2.7,0,1,0,1.68,1,2.8,0.06,35.06,0.14,1.0,Luton,False,Sheffield,,-0.61
Gabriel Osho,Luton,Sheffield,2023-12-26,False,90,0.0,0.0,0.0,0.0,1,0.0,0.0,1.5,0,0,2,2.59,1,2.8,0.06,38.11,0.12,1.0,Luton,True,Chelsea,,-0.25
Gabriel Osho,Luton,Chelsea,2023-12-30,True,90,0.0,0.0,0.0,0.0,1,0.0,0.0,1.2,0,0,3,1.5,1,2.8,0.06,40.84,0.11,2.0,Luton,False,Burnley,,0.0
Gabriel Osho,Luton,Burnley,2024-01-12,False,90,0.0,0.0,0.0,0.0,2,0.0,0.0,1.9,0,0,1,0.99,1,2.0,0.0,43.3,0.1,7.0,Luton,True,Brighton,,-0.66
Gabriel Osho,Luton,Brighton,2024-01-30,True,90,0.0,0.0,0.0,0.0,7,0.0,0.0,1.7,1,1,0,0.88,1,3.4,0.0,45.52,0.18,5.0,Luton,False,Newcastle United,,-0.41
Gabriel Osho,Luton,Newcastle United,2024-02-03,False,90,1.0,0.47,0.0,0.0,5,1.0,0.0,8.5,0,0,4,2.28,1,3.2,0.09,47.55,0.17,1.0,Luton,True,Sheffield,,0.68
Gabriel Osho,Luton,Sheffield,2024-02-10,True,90,0.0,0.15,0.0,0.0,1,2.0,0.0,2.7,0,0,3,1.81,1,3.2,0.12,49.39,0.15,0.0,Luton,True,Manchester United,,0.38
Gabriel Osho,Luton,Manchester United,2024-02-18,True,90,0.0,0.23,0.0,0.0,0,3.0,0.0,2.5,0,0,2,2.81,1,3.0,0.17,51.08,0.14,0.0,Luton,False,Liverpool,,-1.01
Gabriel Osho,Luton,Liverpool,2024-02-21,False,90,0.0,0.0,0.0,0.05,0,0.0,1.0,4.2,0,0,4,3.31,1,2.6,0.17,52.64,0.13,0.0,Luton,True,Aston Villa,,0.64
Gabriel Osho,Luton,Aston Villa,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,1.2,0.17,50.62,0.13,2.0,Luton,False,Crystal Palace,,0.38
Gabriel Osho,Luton,Crystal Palace,2024-03-09,False,80,0.0,0.03,0.0,0.0,2,1.0,0.0,1.9,0,0,1,2.37,1,0.6,0.08,51.7,0.12,0.0,Luton,False,Bournemouth,,0.19
Gabriel Osho,Luton,Bournemouth,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,0.4,0.05,49.86,0.12,0.0,Luton,True,Nottingham Forest,,1.55
Gabriel Osho,Luton,Nottingham Forest,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,0.4,0.01,48.14,0.12,0.0,Luton,False,Tottenham,,-0.36
Gabriel Osho,Luton,Tottenham,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,0.4,0.01,46.53,0.12,0.0,Luton,False,Arsenal,,-0.48
Gabriel Osho,Luton,Arsenal,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,0.4,0.01,45.03,0.12,0.0,Luton,True,Bournemouth,,1.22
Gabriel Osho,Luton,Bournemouth,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.0,43.62,0.12,0.0,Luton,False,Manchester City,,-1.32
Gabriel Osho,Luton,Manchester City,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.0,42.3,0.12,0.0,Luton,True,Brentford,,0.79
