name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,starts,form,xG&A_form,minutes_per_game,next_week_points
Joe Taylor,Luton,Brighton,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,0.0
Joe Taylor,Luton,Chelsea,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,0.0
Joe Taylor,Luton,West Ham,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,0.0
Joe Taylor,Luton,Fulham,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,0.0
Joe Taylor,Luton,Wolverhampton,2023-09-23,True,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Joe Taylor,Luton,Everton,2023-09-30,False,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Joe Taylor,Luton,Burnley,2023-10-03,True,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Joe Taylor,Luton,Tottenham,2023-10-07,True,0,0.0,0.07,0.0,0.02,0,2.0,1.0,0.0,0,0,0.0,0.01,0.0,0.0
Joe Taylor,Luton,Nottingham Forest,2023-10-21,False,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.01,0.0,0.0
Joe Taylor,Luton,Aston Villa,,False,0,,,,,0,,,0.0,0,0,0.0,0.01,0.0,0.0
Joe Taylor,Luton,Liverpool,,True,0,,,,,0,,,0.0,0,0,0.0,0.01,0.0,0.0
Joe Taylor,Luton,Manchester United,2023-11-11,False,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.01,0.0,0.0
Joe Taylor,Luton,Crystal Palace,2023-11-25,True,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Joe Taylor,Luton,Brentford,2023-12-02,False,0,0.0,0.0,1.0,0.4,0,0.0,1.0,0.0,0,0,0.0,0.2,0.0,0.0
Joe Taylor,Luton,Arsenal,2023-12-05,True,0,0.0,0.02,0.0,0.05,0,1.0,1.0,0.0,0,0,0.0,0.2,0.0,0.0
Joe Taylor,Luton,Manchester City,,True,0,,,,,0,,,0.0,0,0,0.0,0.2,0.0,0.0
Joe Taylor,Luton,Newcastle United,2023-12-23,True,0,0.0,0.0,0.0,0.04,0,0.0,1.0,0.0,0,0,0.0,0.2,0.0,0.0
Joe Taylor,Luton,Sheffield,2023-12-26,False,0,0.0,0.0,0.0,0.29,0,0.0,1.0,0.0,0,0,0.0,0.2,0.0,0.0
Joe Taylor,Luton,Chelsea,2023-12-30,True,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Joe Taylor,Luton,Burnley,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,0.0
Joe Taylor,Luton,Brighton,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,0.0
Joe Taylor,Luton,Newcastle United,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,0.0
Joe Taylor,Luton,Sheffield,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,0.0
Joe Taylor,Luton,Manchester United,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,0.0
Joe Taylor,Luton,Liverpool,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,0.0
Joe Taylor,Luton,Aston Villa,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,0.0
Joe Taylor,Luton,Crystal Palace,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,0.0
Joe Taylor,Luton,Bournemouth,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,0.0
Joe Taylor,Luton,Nottingham Forest,2024-03-16,True,0,0.0,0.03,0.0,0.09,0,1.0,2.0,0.0,0,0,0.0,0.01,0.0,0.0
Joe Taylor,Luton,Tottenham,2024-03-30,False,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.01,0.0,0.0
Joe Taylor,Luton,Arsenal,,False,0,,,,,0,,,0.0,0,0,0.0,0.01,0.0,0.0
Joe Taylor,Luton,Bournemouth,2024-04-06,True,0,0.0,0.05,0.0,0.0,0,1.0,0.0,0.0,0,0,0.0,0.01,0.0,0.0
Joe Taylor,Luton,Manchester City,2024-04-13,False,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.01,0.0,0.0
Joe Taylor,Luton,Brentford,2024-04-20,True,0,0.0,0.0,0.0,0.17,0,0.0,2.0,0.0,0,0,0.0,0.01,0.0,0.0
Joe Taylor,Luton,Wolverhampton,,False,0,,,,,0,,,0.0,0,0,0.0,0.01,0.0,0.0
Joe Taylor,Luton,Everton,,True,0,,,,,0,,,0.0,0,0,0.0,0.01,0.0,0.0
Joe Taylor,Luton,West Ham,2024-05-11,False,0,0.0,0.0,0.0,0.06,0,0.0,1.0,0.0,0,0,0.0,0.0,0.0,0.0
Joe Taylor,Luton,Fulham,2024-05-19,True,0,0.0,0.0,0.0,0.03,0,0.0,1.0,0.0,0,0,0.0,0.0,0.0,
