name,team,opponent_team,date,was_home,minutes,goals_conceded,expected_goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA,starts,selected,form,xG&A_form,minutes_per_game,clean_sheet_probability,saves_per_game,last_season_clean_sheet_probability,last_season_total_saves,last_season_expected_goals_conceded,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Radek Vítek,Man Utd,Tottenham,,False,0,0,0.0,0,0,0,0,0,,0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,Man Utd,True,Nottingham Forest,,1.55
Radek Vítek,Man Utd,Nottingham Forest,,True,0,0,0.0,0,0,0,0,0,,0,0.01,0.0,0,0.0,0,0,0,0,0,0.0,Man Utd,False,Arsenal,,-0.48
Radek Vítek,Man Utd,Arsenal,,False,0,0,0.0,0,0,0,0,0,,0,0.01,0.0,0,0.0,0,0,0,0,0,0.0,Man Utd,True,Brighton,,-0.66
Radek Vítek,Man Utd,Brighton,,True,0,0,0.0,0,0,0,0,0,,0,0.02,0.0,0,0.0,0,0,0,0,0,0.0,Man Utd,False,Burnley,,0.0
Radek Vítek,Man Utd,Burnley,,False,0,0,0.0,0,0,0,0,0,,0,0.02,0.0,0,0.0,0,0,0,0,0,0.0,Man Utd,True,Crystal Palace,,0.88
Radek Vítek,Man Utd,Crystal Palace,2023-09-30,True,0,0,0.0,0,0,0,0,0,0.07,0,0.02,0.0,0,0.0,0,0,0,0,0,0.0,Man Utd,True,Brentford,,0.79
Radek Vítek,Man Utd,Brentford,,True,0,0,0.0,0,0,0,0,0,,0,0.02,0.0,0,0.0,0,0,0,0,0,0.0,Man Utd,False,Sheffield,,-0.61
Radek Vítek,Man Utd,Sheffield,,False,0,0,0.0,0,0,0,0,0,,0,0.02,0.0,0,0.0,0,0,0,0,0,0.0,Man Utd,True,Manchester City,,-0.96
Radek Vítek,Man Utd,Manchester City,,True,0,0,0.0,0,0,0,0,0,,0,0.03,0.0,0,0.0,0,0,0,0,0,0.0,Man Utd,False,Fulham,,0.86
Radek Vítek,Man Utd,Fulham,,False,0,0,0.0,0,0,0,0,0,,0,0.03,0.0,0,0.0,0,0,0,0,0,0.0,Man Utd,True,Luton,,
Radek Vítek,Man Utd,Luton,,True,0,0,0.0,0,0,0,0,0,,0,0.03,0.0,0,0.0,0,0,0,0,0,0.0,Man Utd,False,Everton,,-0.24
Radek Vítek,Man Utd,Everton,,False,0,0,0.0,0,0,0,0,0,,0,0.03,0.0,0,0.0,0,0,0,0,0,0.0,Man Utd,False,Newcastle United,,-0.41
Radek Vítek,Man Utd,Newcastle United,,False,0,0,0.0,0,0,0,0,0,,0,0.03,0.0,0,0.0,0,0,0,0,0,0.0,Man Utd,True,Chelsea,,-0.25
Radek Vítek,Man Utd,Chelsea,,True,0,0,0.0,0,0,0,0,0,,0,0.03,0.0,0,0.0,0,0,0,0,0,0.0,Man Utd,True,Bournemouth,,1.22
Radek Vítek,Man Utd,Bournemouth,,True,0,0,0.0,0,0,0,0,0,,0,0.03,0.0,0,0.0,0,0,0,0,0,0.0,Man Utd,False,Liverpool,,-1.01
Radek Vítek,Man Utd,Liverpool,,False,0,0,0.0,0,0,0,0,0,,0,0.03,0.0,0,0.0,0,0,0,0,0,0.0,Man Utd,False,West Ham,,-0.22
Radek Vítek,Man Utd,West Ham,,False,0,0,0.0,0,0,0,0,0,,0,0.03,0.0,0,0.0,0,0,0,0,0,0.0,Man Utd,True,Aston Villa,,0.64
Radek Vítek,Man Utd,Aston Villa,,True,0,0,0.0,0,0,0,0,0,,0,0.03,0.0,0,0.0,0,0,0,0,0,0.0,Man Utd,False,Nottingham Forest,,-0.55
Radek Vítek,Man Utd,Nottingham Forest,,False,0,0,0.0,0,0,0,0,0,,0,0.03,0.0,0,0.0,0,0,0,0,0,0.0,Man Utd,True,Tottenham,,0.69
Radek Vítek,Man Utd,Tottenham,,True,0,0,0.0,0,0,0,0,0,,0,0.03,0.0,0,0.0,0,0,0,0,0,0.0,Man Utd,False,Wolverhampton,,-0.52
Radek Vítek,Man Utd,Wolverhampton,,False,0,0,0.0,0,0,0,0,0,,0,0.03,0.0,0,0.0,0,0,0,0,0,0.0,Man Utd,True,West Ham,,0.49
Radek Vítek,Man Utd,West Ham,,True,0,0,0.0,0,0,0,0,0,,0,0.03,0.0,0,0.0,0,0,0,0,0,0.0,Man Utd,False,Aston Villa,,0.29
Radek Vítek,Man Utd,Aston Villa,,False,0,0,0.0,0,0,0,0,0,,0,0.03,0.0,0,0.0,0,0,0,0,0,0.0,Man Utd,False,Luton,,
Radek Vítek,Man Utd,Luton,,False,0,0,0.0,0,0,0,0,0,,0,0.03,0.0,0,0.0,0,0,0,0,0,0.0,Man Utd,True,Fulham,,-0.13
Radek Vítek,Man Utd,Fulham,,True,0,0,0.0,0,0,0,0,0,,0,0.03,0.0,0,0.0,0,0,0,0,0,0.0,Man Utd,False,Manchester City,,-1.32
Radek Vítek,Man Utd,Manchester City,,False,0,0,0.0,0,0,0,0,0,,0,0.03,0.0,0,0.0,0,0,0,0,0,0.0,Man Utd,True,Everton,,0.53
Radek Vítek,Man Utd,Everton,,True,0,0,0.0,0,0,0,0,0,,0,0.03,0.0,0,0.0,0,0,0,0,0,0.0,Man Utd,False,Brentford,,-0.53
Radek Vítek,Man Utd,Brentford,,False,0,0,0.0,0,0,0,0,0,,0,0.03,0.0,0,0.0,0,0,0,0,0,0.0,Man Utd,False,Chelsea,,-0.85
Radek Vítek,Man Utd,Chelsea,,False,0,0,0.0,0,0,0,0,0,,0,0.02,0.0,0,0.0,0,0,0,0,0,0.0,Man Utd,True,Liverpool,,0.18
Radek Vítek,Man Utd,Liverpool,,True,0,0,0.0,0,0,0,0,0,,0,0.02,0.0,0,0.0,0,0,0,0,0,0.0,Man Utd,False,Bournemouth,,0.19
Radek Vítek,Man Utd,Bournemouth,2024-04-13,False,0,0,0.0,0,0,0,0,0,0.0,0,0.02,0.0,0,0.0,0,0,0,0,0,0.0,Man Utd,True,Sheffield,,0.68
Radek Vítek,Man Utd,Sheffield,,True,0,0,0.0,0,0,0,0,0,,0,0.02,0.0,0,0.0,0,0,0,0,0,0.0,Man Utd,True,Burnley,,0.39
Radek Vítek,Man Utd,Burnley,2024-04-27,True,0,0,0.0,0,0,0,0,0,0.0,0,0.02,0.0,0,0.0,0,0,0,0,0,0.0,Man Utd,False,Crystal Palace,,0.38
Radek Vítek,Man Utd,Crystal Palace,,False,0,0,0.0,0,0,0,0,0,,0,0.02,0.0,0,0.0,0,0,0,0,0,0.0,Man Utd,True,Arsenal,,-0.11
