name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,starts,form,xG&A_form,minutes_per_game,last_season_goals,last_season_assists,last_season_xG,last_season_xA,last_season_points_per_minute,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Danny Ings,Aston Villa,Bournemouth,2022-08-06,False,65,0.0,0.18,0.0,0.02,1,3.0,1.0,4.7,0,0,1.0,0.18,65.0,7.0,6.0,6.85,1.45,0.06,6.0,Aston Villa,True,Everton,,0.34
Danny Ings,Aston Villa,Everton,2022-08-13,True,77,1.0,0.26,0.0,0.0,6,2.0,0.0,8.9,1,0,3.5,0.22,71.0,7.0,6.0,6.85,1.45,0.06,1.0,Aston Villa,False,Crystal Palace,,0.13
Danny Ings,Aston Villa,Crystal Palace,2022-08-20,False,24,0.0,0.08,0.0,0.0,1,2.0,0.0,1.8,0,0,2.67,0.17,55.33,7.0,6.0,6.85,1.45,0.06,2.0,Aston Villa,True,West Ham,,0.63
Danny Ings,Aston Villa,West Ham,2022-08-28,True,77,0.0,0.05,0.0,0.0,2,1.0,0.0,0.6,0,0,2.5,0.14,60.75,7.0,6.0,6.85,1.45,0.06,1.0,Aston Villa,False,Arsenal,,-0.0
Danny Ings,Aston Villa,Arsenal,2022-08-31,False,7,0.0,0.0,0.0,0.0,1,0.0,0.0,0.2,0,0,2.2,0.11,50.0,7.0,6.0,6.85,1.45,0.06,0.0,Aston Villa,True,Manchester City,,-1.17
Danny Ings,Aston Villa,Manchester City,,True,0,,,,,0,,,0.0,0,0,2.0,0.08,41.67,7.0,6.0,6.85,1.45,0.06,1.0,Aston Villa,True,Southampton,,-0.38
Danny Ings,Aston Villa,Southampton,2022-09-16,True,6,0.0,0.1,0.0,0.0,1,1.0,0.0,0.1,0,0,1.0,0.05,36.57,7.0,6.0,6.85,1.45,0.06,1.0,Aston Villa,False,Leicester City,,-0.05
Danny Ings,Aston Villa,Leicester City,2022-10-02,False,7,0.0,0.0,0.0,0.03,1,0.0,1.0,1.2,0,0,1.0,0.03,32.88,7.0,6.0,6.85,1.45,0.06,1.0,Aston Villa,False,Nottingham Forest,,
Danny Ings,Aston Villa,Nottingham Forest,2022-10-10,False,25,0.0,0.0,0.0,0.0,1,0.0,0.0,0.3,0,0,0.8,0.02,32.0,7.0,6.0,6.85,1.45,0.06,2.0,Aston Villa,True,Chelsea,,-0.25
Danny Ings,Aston Villa,Chelsea,2022-10-16,True,90,0.0,0.76,0.0,0.0,2,5.0,0.0,9.6,0,0,1.0,0.17,37.8,7.0,6.0,6.85,1.45,0.06,2.0,Aston Villa,False,Fulham,,1.37
Danny Ings,Aston Villa,Fulham,2022-10-20,False,68,0.0,0.35,0.0,0.02,2,5.0,1.0,11.2,0,0,1.4,0.24,40.55,7.0,6.0,6.85,1.45,0.06,12.0,Aston Villa,True,Brentford,,0.69
Danny Ings,Aston Villa,Brentford,2022-10-23,True,90,2.0,1.36,0.0,0.22,12,2.0,3.0,14.9,3,0,3.6,0.5,44.67,7.0,6.0,6.85,1.45,0.06,2.0,Aston Villa,False,Newcastle United,,-0.34
Danny Ings,Aston Villa,Newcastle United,2022-10-29,False,90,0.0,0.0,0.0,0.04,2,0.0,1.0,1.8,0,0,3.8,0.5,48.15,7.0,6.0,6.85,1.45,0.06,1.0,Aston Villa,True,Manchester United,,0.38
Danny Ings,Aston Villa,Manchester United,2022-11-06,True,11,0.0,0.0,0.0,0.0,1,0.0,0.0,0.2,0,0,3.8,0.5,45.5,7.0,6.0,6.85,1.45,0.06,13.0,Aston Villa,False,Brighton,,-0.39
Danny Ings,Aston Villa,Brighton,2022-11-13,False,82,2.0,0.99,0.0,0.06,13,3.0,1.0,0.0,3,1,6.0,0.54,47.93,7.0,6.0,6.85,1.45,0.06,1.0,Aston Villa,True,Liverpool,,-0.53
Danny Ings,Aston Villa,Liverpool,2022-12-26,True,4,0.0,0.0,0.0,0.0,1,0.0,0.0,0.2,0,0,5.8,0.47,45.19,7.0,6.0,6.85,1.45,0.06,1.0,Aston Villa,False,Tottenham,,-0.03
Danny Ings,Aston Villa,Tottenham,2023-01-01,False,8,0.0,0.0,0.0,0.0,1,0.0,0.0,0.5,0,0,3.6,0.2,43.0,7.0,6.0,6.85,1.45,0.06,8.0,Aston Villa,True,Wolverhampton,,-0.48
Danny Ings,Aston Villa,Wolverhampton,2023-01-04,True,24,1.0,0.32,0.0,0.29,8,1.0,1.0,7.3,3,0,4.8,0.26,41.94,7.0,6.0,6.85,1.45,0.06,1.0,Aston Villa,True,Leicester City,,0.83
Danny Ings,Aston Villa,Leicester City,2023-01-13,True,58,0.0,0.59,0.0,0.0,1,2.0,0.0,4.0,0,0,4.8,0.38,42.79,7.0,6.0,6.85,1.45,0.06,1.0,West Ham,True,Everton,,0.34
Danny Ings,West Ham,Everton,2023-01-21,True,18,0.0,0.0,0.0,0.14,1,0.0,1.0,1.9,0,0,2.4,0.18,41.55,7.0,6.0,6.85,1.45,0.06,1.0,West Ham,False,Newcastle United,,-0.34
Danny Ings,West Ham,Newcastle United,2023-02-04,False,9,0.0,0.06,0.0,0.0,1,1.0,0.0,0.8,0,0,2.4,0.19,40.0,7.0,6.0,6.85,1.45,0.06,1.0,West Ham,True,Chelsea,,-0.25
Danny Ings,West Ham,Chelsea,2023-02-11,True,23,0.0,0.1,0.0,0.0,1,1.0,0.0,0.3,0,0,2.4,0.21,39.23,7.0,6.0,6.85,1.45,0.06,1.0,West Ham,False,Tottenham,,-0.03
Danny Ings,West Ham,Tottenham,2023-02-19,False,18,0.0,0.05,0.0,0.0,1,1.0,0.0,0.9,0,0,1.0,0.16,38.3,7.0,6.0,6.85,1.45,0.06,13.0,West Ham,True,Nottingham Forest,,
Danny Ings,West Ham,Nottingham Forest,2023-02-25,True,83,2.0,1.81,0.0,0.0,13,3.0,0.0,13.4,3,1,3.4,0.4,40.17,7.0,6.0,6.85,1.45,0.06,2.0,West Ham,False,Brighton,,-0.39
Danny Ings,West Ham,Brighton,2023-03-04,False,90,0.0,0.11,0.0,0.0,2,1.0,0.0,1.7,0,1,3.6,0.43,42.16,7.0,6.0,6.85,1.45,0.06,2.0,West Ham,True,Aston Villa,,0.55
Danny Ings,West Ham,Aston Villa,2023-03-12,True,85,0.0,0.0,0.0,0.02,2,0.0,1.0,1.2,0,1,3.8,0.41,43.81,7.0,6.0,6.85,1.45,0.06,2.0,West Ham,True,Southampton,,-0.38
Danny Ings,West Ham,Southampton,2023-04-02,True,64,0.0,0.0,0.0,0.0,2,0.0,0.0,1.0,0,1,4.0,0.39,44.56,7.0,6.0,6.85,1.45,0.06,1.0,West Ham,True,Newcastle United,,0.73
Danny Ings,West Ham,Newcastle United,2023-04-05,True,27,0.0,0.03,0.0,0.0,1,1.0,0.0,0.4,0,0,4.0,0.39,43.93,7.0,6.0,6.85,1.45,0.06,2.0,West Ham,False,Fulham,,1.37
Danny Ings,West Ham,Fulham,2023-04-08,False,60,0.0,0.44,0.0,0.0,2,1.0,0.0,2.4,0,1,1.8,0.12,44.48,7.0,6.0,6.85,1.45,0.06,0.0,West Ham,True,Arsenal,,0.36
Danny Ings,West Ham,Arsenal,,True,0,,,,,0,,,0.0,0,0,1.4,0.1,43.0,7.0,6.0,6.85,1.45,0.06,1.0,West Ham,False,Bournemouth,,0.19
Danny Ings,West Ham,Bournemouth,2023-04-23,False,25,0.0,0.0,0.0,0.0,1,0.0,0.0,0.7,0,0,1.2,0.1,42.42,7.0,6.0,6.85,1.45,0.06,1.0,West Ham,True,Liverpool,,-0.53
Danny Ings,West Ham,Liverpool,2023-04-26,True,20,0.0,0.0,0.0,0.0,1,0.0,0.0,0.6,0,0,1.0,0.1,41.72,7.0,6.0,6.85,1.45,0.06,1.0,West Ham,False,Crystal Palace,,0.13
Danny Ings,West Ham,Crystal Palace,2023-04-29,False,21,0.0,0.0,0.0,0.0,1,0.0,0.0,0.3,0,0,1.0,0.09,41.09,7.0,6.0,6.85,1.45,0.06,1.0,West Ham,False,Manchester City,,-1.26
Danny Ings,West Ham,Manchester City,2023-05-03,False,23,0.0,0.0,0.0,0.0,1,0.0,0.0,0.3,0,0,0.8,0.0,40.56,7.0,6.0,6.85,1.45,0.06,0.0,West Ham,True,Manchester United,,0.38
Danny Ings,West Ham,Manchester United,,True,0,,,,,0,,,0.0,0,0,0.8,0.0,39.4,7.0,6.0,6.85,1.45,0.06,2.0,West Ham,False,Brentford,,-0.55
Danny Ings,West Ham,Brentford,2023-05-14,False,82,0.0,0.05,0.0,0.0,2,1.0,0.0,3.0,0,1,1.0,0.01,40.58,7.0,6.0,6.85,1.45,0.06,5.0,West Ham,True,Leicester City,,0.83
Danny Ings,West Ham,Leicester City,2023-05-21,True,90,0.0,0.15,1.0,0.5,5,3.0,2.0,7.0,0,1,1.8,0.24,41.92,7.0,6.0,6.85,1.45,0.06,3.0,West Ham,False,Leeds United,,-0.8
Danny Ings,West Ham,Leeds United,2023-05-28,False,28,0.0,0.4,1.0,0.14,3,2.0,2.0,0.0,0,0,2.2,0.52,41.55,7.0,6.0,6.85,1.45,0.06,1.0,West Ham,False,Bournemouth,,0.19
