name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,starts,selected,form,xG&A_form,minutes_per_game,last_season_goals,last_season_assists,last_season_xG,last_season_xA,last_season_points_per_minute,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Patson Daka,Leicester,Tottenham,,True,0.0,,,,,0.0,,,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leicester,False,Fulham,,0.53
Patson Daka,Leicester,Fulham,,False,0.0,,,,,0.0,,,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leicester,True,Aston Villa,,0.66
Patson Daka,Leicester,Aston Villa,,True,0.0,,,,,0.0,,,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leicester,False,Crystal Palace,,0.2
Patson Daka,Leicester,Crystal Palace,,False,0.0,,,,,0.0,,,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leicester,True,Everton,,0.61
Patson Daka,Leicester,Everton,,True,0.0,,,,,0.0,,,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leicester,False,Arsenal,,-0.56
Patson Daka,Leicester,Arsenal,,False,0.0,,,,,0.0,,,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leicester,True,Bournemouth,,0.84
Patson Daka,Leicester,Bournemouth,,True,0.0,,,,,0.0,,,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leicester,False,Southampton,,-0.31
Patson Daka,Leicester,Southampton,,False,0.0,,,,,0.0,,,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leicester,True,Nottingham Forest,,1.2
Patson Daka,Leicester,Nottingham Forest,,True,0.0,,,,,0.0,,,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leicester,False,Ipswich Town,,
Patson Daka,Leicester,Ipswich Town,,False,0.0,,,,,0.0,,,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leicester,False,Manchester United,,-0.41
Patson Daka,Leicester,Manchester United,,False,0.0,,,,,0.0,,,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Leicester,True,Chelsea,,0.0
Patson Daka,Leicester,Chelsea,2024-11-23,True,11.0,0.0,0.07,0.0,0.0,1.0,1.0,0.0,0.6,0.0,0.0,0.12,0.2,0.01,0.92,0.0,0.0,0.0,0.0,0.0,,Leicester,False,Brentford,,-0.15
,Leicester,,,,,,,,,,,,,,,,,,,,,,,,,Leicester,True,West Ham,,0.48
,Leicester,,,,,,,,,,,,,,,,,,,,,,,,,Leicester,True,Brighton,,-0.42
