name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,starts,form,xG&A_form,minutes_per_game,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Ramón Sosa,Nott'm Forest,Southampton,,False,0.0,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Nott'm Forest,True,Wolverhampton,,-0.08
Ramón Sosa,Nott'm Forest,Wolverhampton,2024-08-31,True,10.0,0.0,0.04,0.0,0.18,1.0,1.0,2.0,3.4,0.0,0.0,0.5,0.02,5.0,0.0,Nott'm Forest,False,Liverpool,,-1.08
Ramón Sosa,Nott'm Forest,Liverpool,,False,0.0,,,,,0.0,,,0.0,0.0,0.0,0.33,0.01,3.33,6.0,Nott'm Forest,False,Brighton,,-0.61
Ramón Sosa,Nott'm Forest,Brighton,2024-09-22,False,31.0,1.0,0.45,0.0,0.0,6.0,1.0,0.0,5.2,0.0,0.0,1.75,0.12,10.25,1.0,Nott'm Forest,True,Fulham,,0.27
Ramón Sosa,Nott'm Forest,Fulham,2024-09-28,True,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3,0.0,0.0,1.6,0.1,11.2,0.0,Nott'm Forest,False,Chelsea,,-0.9
Ramón Sosa,Nott'm Forest,Chelsea,,False,0.0,,,,,0.0,,,0.0,0.0,0.0,1.6,0.1,9.33,1.0,Nott'm Forest,True,Crystal Palace,,0.88
Ramón Sosa,Nott'm Forest,Crystal Palace,2024-10-21,True,6.0,0.0,0.06,0.0,0.0,1.0,1.0,0.0,1.3,0.0,0.0,1.6,0.1,8.86,1.0,Nott'm Forest,False,Leicester City,,-0.22
Ramón Sosa,Nott'm Forest,Leicester City,2024-10-25,False,14.0,0.0,0.02,0.0,0.3,1.0,1.0,2.0,2.8,0.0,0.0,1.8,0.11,9.5,1.0,Nott'm Forest,True,West Ham,,0.48
Ramón Sosa,Nott'm Forest,West Ham,2024-11-02,True,1.0,0.0,0.04,0.0,0.0,1.0,1.0,0.0,1.2,0.0,0.0,0.8,0.02,8.56,1.0,Nott'm Forest,True,Newcastle United,,0.67
Ramón Sosa,Nott'm Forest,Newcastle United,2024-11-10,True,16.0,0.0,0.04,0.0,0.0,1.0,1.0,0.0,0.6,0.0,0.0,0.8,0.03,9.3,,Nott'm Forest,False,Arsenal,,-0.56
,Nott'm Forest,,,,,,,,,,,,,,,,,,,Nott'm Forest,True,Ipswich Town,,
,Nott'm Forest,,,,,,,,,,,,,,,,,,,Nott'm Forest,False,Manchester City,,-1.51
